1575414050222, 0.0
1575414100222, 0.0
1575414150222, 0.0
1575414200222, 0.0
1575414250222, 0.0
1575414300222, 0.0
1575414350222, 0.0
1575414400222, 0.0
1575414450222, 0.0
1575414500222, 0.0
1575414550222, 0.0
1575414600222, 0.0
1575414650222, 0.0
1575414700222, 0.0
1575414750222, 0.0
1575414800222, 0.0
1575414850222, 0.0
1575414900222, 0.0
1575414950222, 0.0
1575415000222, 0.0
1575415050222, 0.0
1575415100222, 0.0
1575415150222, 0.0
1575415200222, 0.0
1575415250222, 0.0
1575415300222, 0.0
1575415350222, 0.0
1575415400222, 0.0
1575415450222, 0.0
1575415500222, 0.0
1575415550222, 0.0
1575415600222, 0.0
1575415650222, 0.0
1575415700222, 0.0
1575415750222, 0.0
1575415800222, 0.0
1575415850222, 0.0
1575415900222, 0.0
1575415950222, 0.0
1575416000222, 0.0
1575416050222, 0.0
1575416100222, 0.0
1575416150222, 0.0
1575416200222, 0.0
1575416250222, 0.0
1575416300222, 0.0
1575416350222, 0.0
1575416400222, 0.0
1575416450222, 0.0
1575416500222, 0.0
1575416550222, 0.0
1575416600222, 0.0
1575416650222, 0.0
1575416700222, 0.0
1575416750222, 0.0
1575416800222, 0.0
1575416850222, 0.0
1575416900222, 0.0
1575416950222, 0.0
1575417000222, 0.0
1575417050222, 0.0
1575417100222, 0.0
1575417150222, 0.0
1575417200222, 0.0
1575417250222, 0.0
1575417300222, 0.0
1575417350222, 0.0
1575417400222, 0.0
1575417450222, 0.0
1575417500222, 0.0
1575417550222, 0.0
1575417600222, 0.0
1575417650222, 0.0
1575417700222, 0.0
1575417750222, 0.0
1575417800222, 0.0
1575417850222, 0.0
1575417900222, 0.0
1575417950222, 0.0
1575418000222, 0.0
1575418050222, 0.0
1575418100222, 0.0
1575418150222, 0.0
1575418200222, 0.0
1575418250222, 0.0
1575418300222, 0.0
1575418350222, 0.0
1575418400222, 0.0
1575418450222, 0.0
1575418500222, 0.0
1575418550222, 0.0
1575418600222, 0.0
1575418650222, 0.0
1575418700222, 0.0
1575418750222, 0.0
1575418800222, 0.0
1575418850222, 0.0
1575418900222, 0.0
1575418950222, 0.0
1575419000222, 0.0
1575419050222, 0.0
1575419100222, 0.0
1575419150222, 0.0
1575419200222, 0.0
